flag,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,M,2. Some College,878976,6upto65,N,I,,N,Blue Collar,1Low,Owner,Northeast,1,D
N,F,1. HS,0,1_Unk,N,C,Married,Y,Farm,1Low,Owner,South,1,D
Y,M,3. Bach,0,3upto35,Y,B,,N,Blue Collar,1Low,Owner,Midwest,2,F
N,M,2. Some College,433438,2upto25,Y,B,,N,Sales/Service,1Low,Owner,West,3,G
N,F,2. Some College,0,1_Unk,N,F,,Y,Sales/Service,1Low,Renter,South,9,A
N,F,2. Some College,0,5upto55,N,G,Single,Y,Sales/Service,1Low,Renter,West,4,E
N,M,4. Grad,0,7above65,Y,G,Married,U,Retired,1Low,,Midwest,4,C
N,F,0. lessHS,0,1_Unk,N,E,Married,U,Sales/Service,1Low,Renter,West,9,A
Y,M,2. Some College,149906,5upto55,Y,I,Married,N,Blue Collar,1Low,Owner,Midwest,6,D
Y,M,3. Bach,198816,4upto45,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,3,H
N,M,2. Some College,410167,1_Unk,N,G,Single,N,Professional,1Low,Renter,Northeast,8,C
Y,M,1. HS,659201,2upto25,Y,C,,U,Sales/Service,3High,Owner,Northeast,1,J
Y,M,4. Grad,524221,4upto45,Y,B,Married,Y,Professional,3High,Owner,South,1,B
N,M,4. Grad,57225,1_Unk,Y,C,Married,U,Sales/Service,1Low,Owner,South,7,D
Y,F,2. Some College,346685,7above65,Y,E,,U,Retired,1Low,Owner,Midwest,3,E
Y,M,4. Grad,481605,5upto55,Y,B,,U,Professional,3High,Owner,Northeast,1,H
N,M,2. Some College,0,2upto25,Y,B,,Y,Sales/Service,1Low,Owner,Midwest,5,I
N,M,0. lessHS,261600,1_Unk,N,E,Married,Y,Blue Collar,3High,Owner,West,9,E
N,F,2. Some College,202086,3upto35,Y,E,Married,N,Sales/Service,1Low,Owner,South,1,D
N,F,4. Grad,433656,3upto35,Y,B,,Y,Sales/Service,3High,Owner,Northeast,1,K
Y,F,4. Grad,377322,4upto45,N,C,Married,Y,Sales/Service,3High,Owner,Northeast,1,B
N,M,4. Grad,1603935,6upto65,N,B,Married,N,Professional,3High,Owner,South,1,L
N,F,3. Bach,360877,4upto45,Y,C,,Y,Professional,1Low,Owner,Midwest,1,J
Y,F,3. Bach,174814,3upto35,Y,F,,Y,Blue Collar,2Med,Owner,South,5,E
Y,M,3. Bach,615850,4upto45,Y,C,Married,U,Professional,3High,Owner,Northeast,1,J
N,M,0. lessHS,84363,4upto45,Y,J,,U,Professional,1Low,Owner,South,2,E
Y,M,3. Bach,515613,6upto65,Y,B,Married,N,Professional,1Low,Owner,West,1,L
Y,M,0. lessHS,358610,3upto35,Y,E,Married,Y,Professional,3High,Owner,Northeast,2,H
N,F,2. Some College,407660,2upto25,Y,C,,N,Professional,3High,Owner,Midwest,2,G
Y,M,2. Some College,182912,3upto35,Y,E,,Y,Sales/Service,1Low,Owner,South,1,C
N,U,0. lessHS,237402,1_Unk,Y,E,Married,U,Sales/Service,2Med,Owner,Northeast,3,C
N,M,2. Some College,0,1_Unk,Y,G,,Y,Others,1Low,Renter,South,9,F
N,M,2. Some College,126821,7above65,N,D,,N,Blue Collar,1Low,Owner,South,3,G
N,M,3. Bach,85347,6upto65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,6,F
N,F,2. Some College,235658,3upto35,Y,E,Married,Y,Sales/Service,3High,Owner,Northeast,2,E
N,F,2. Some College,191720,1_Unk,N,H,Married,U,Professional,2Med,Owner,Midwest,6,F
Y,M,,131236,1_Unk,Y,I,,N,Others,1Low,Owner,Northeast,2,E
Y,M,3. Bach,221270,1_Unk,Y,B,Married,U,Professional,1Low,Owner,South,6,J
N,F,1. HS,0,7above65,Y,H,,N,Retired,1Low,,South,9,A
Y,M,3. Bach,175511,4upto45,Y,F,Married,U,Sales/Service,2Med,Owner,South,5,E
Y,M,2. Some College,0,4upto45,Y,E,Married,Y,Others,1Low,Renter,West,3,E
N,F,1. HS,53889,6upto65,N,G,Married,U,Professional,1Low,Owner,Northeast,3,D
Y,M,2. Some College,168819,2upto25,Y,B,,N,Sales/Service,2Med,Owner,South,2,E
Y,M,0. lessHS,0,1_Unk,N,G,Single,Y,Blue Collar,1Low,Renter,South,9,B
N,F,2. Some College,14931,4upto45,Y,G,Married,Y,Blue Collar,1Low,Owner,South,2,E
N,F,1. HS,0,6upto65,Y,B,,N,Retired,1Low,Renter,West,2,B
N,F,4. Grad,150426,3upto35,Y,J,,Y,Sales/Service,2Med,Owner,West,8,B
N,F,1. HS,287760,6upto65,Y,I,Single,N,Sales/Service,1Low,Owner,West,3,B
Y,M,0. lessHS,478640,5upto55,N,E,Married,Y,Blue Collar,3High,Owner,South,4,F
N,M,2. Some College,0,2upto25,N,G,,Y,Blue Collar,1Low,Renter,West,8,H
Y,F,2. Some College,0,5upto55,N,G,,Y,Sales/Service,1Low,Renter,West,3,D
Y,F,4. Grad,0,5upto55,N,G,,N,Sales/Service,1Low,Renter,Northeast,4,C
Y,M,3. Bach,496843,7above65,Y,D,Married,N,Retired,1Low,Owner,South,1,B
Y,F,3. Bach,2000000,1_Unk,Y,A,Single,N,Professional,1Low,Renter,Northeast,3,I
N,F,3. Bach,0,6upto65,N,B,Married,N,Professional,1Low,Renter,South,9,B
N,F,0. lessHS,124292,1_Unk,Y,E,Married,Y,Sales/Service,1Low,,South,2,D
Y,F,3. Bach,0,4upto45,Y,B,Married,Y,Sales/Service,1Low,Owner,West,5,H
N,F,2. Some College,0,1_Unk,N,G,,U,Sales/Service,1Low,Renter,South,8,C
Y,F,4. Grad,1197910,7above65,Y,B,Married,N,Retired,1Low,Owner,West,1,K
Y,M,4. Grad,797226,6upto65,Y,B,Married,N,Professional,3High,Owner,South,1,F
N,F,1. HS,166377,3upto35,Y,D,,N,Professional,1Low,Owner,South,2,I
N,F,1. HS,0,1_Unk,Y,F,,N,Sales/Service,1Low,Owner,South,3,D
Y,U,0. lessHS,305200,1_Unk,Y,E,,N,Sales/Service,3High,Owner,West,3,G
Y,M,0. lessHS,212342,6upto65,Y,F,Married,Y,Sales/Service,1Low,Owner,South,2,F
N,F,2. Some College,442104,2upto25,Y,F,Married,U,Professional,3High,Owner,South,1,E
Y,F,1. HS,420531,3upto35,N,A,Single,N,Professional,3High,Owner,Midwest,2,F
N,F,3. Bach,99767,1_Unk,N,G,Single,Y,Others,1Low,Renter,South,8,A
N,F,3. Bach,277514,5upto55,Y,B,Married,N,Professional,2Med,Owner,South,2,G
Y,F,1. HS,206010,1_Unk,N,E,,Y,Others,1Low,Owner,South,2,E
Y,F,4. Grad,571105,5upto55,Y,C,,Y,Professional,3High,Owner,South,1,L
Y,F,2. Some College,0,3upto35,Y,E,Single,Y,Professional,1Low,,Midwest,2,G
N,F,3. Bach,0,3upto35,Y,E,Married,Y,Sales/Service,1Low,Renter,South,5,B
Y,M,4. Grad,270947,3upto35,Y,C,Married,Y,Sales/Service,1Low,Renter,Midwest,1,F
N,M,0. lessHS,179653,1_Unk,Y,J,,Y,Sales/Service,1Low,Owner,Midwest,1,E
Y,M,4. Grad,350331,3upto35,N,A,Single,U,Professional,1Low,Renter,South,1,F
Y,M,3. Bach,482325,2upto25,Y,B,,N,Sales/Service,1Low,Owner,Midwest,1,K
Y,M,3. Bach,627186,1_Unk,N,C,Married,Y,Sales/Service,1Low,Owner,South,5,D
Y,F,4. Grad,0,6upto65,N,E,Married,Y,Professional,1Low,,West,4,D
N,F,1. HS,181757,7above65,N,D,,U,Retired,1Low,Owner,West,1,K
N,M,2. Some College,0,6upto65,Y,H,,N,Sales/Service,1Low,Owner,West,5,F
Y,F,3. Bach,859465,4upto45,N,B,Married,N,Professional,1Low,Owner,Northeast,1,J
Y,M,3. Bach,0,4upto45,Y,G,Single,N,Blue Collar,1Low,Renter,Northeast,6,E
N,F,3. Bach,82731,7above65,Y,J,,Y,Retired,1Low,Owner,West,2,E
Y,F,4. Grad,348549,5upto55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,2,G
Y,M,2. Some College,213105,2upto25,Y,E,,U,Blue Collar,1Low,Owner,Midwest,2,F
Y,M,1. HS,643278,5upto55,Y,C,Married,Y,Blue Collar,3High,Owner,Midwest,1,E
N,F,3. Bach,342548,4upto45,N,C,Married,Y,Professional,3High,Owner,Rest,2,E
Y,F,2. Some College,548662,4upto45,Y,B,Single,Y,Professional,3High,Owner,South,1,L
N,F,3. Bach,200006,3upto35,Y,B,,Y,Professional,1Low,Renter,Midwest,2,G
N,F,1. HS,0,4upto45,N,E,,Y,Sales/Service,1Low,,South,9,A
Y,M,3. Bach,372954,4upto45,Y,C,Married,Y,Professional,2Med,Owner,Northeast,3,I
N,F,1. HS,0,2upto25,N,F,,Y,Sales/Service,1Low,Owner,Midwest,8,C
N,F,2. Some College,0,3upto35,N,E,,Y,Professional,1Low,Owner,Northeast,2,E
N,F,1. HS,223450,3upto35,N,C,,Y,Professional,2Med,Owner,Midwest,2,F
Y,M,2. Some College,300840,2upto25,Y,B,,Y,Others,1Low,Owner,Northeast,2,E
Y,M,4. Grad,792375,5upto55,Y,C,Married,Y,Professional,2Med,Owner,West,1,K
N,U,,315119,5upto55,N,B,Single,Y,Sales/Service,3High,Owner,West,2,D
Y,M,2. Some College,237953,5upto55,N,D,Married,N,Professional,2Med,Owner,South,7,E
N,F,2. Some College,140392,1_Unk,Y,B,Married,N,Others,1Low,Owner,South,1,F
N,F,1. HS,0,1_Unk,Y,G,Single,U,Sales/Service,1Low,Renter,West,9,A
N,M,0. lessHS,223450,1_Unk,Y,G,Married,Y,Blue Collar,1Low,Owner,South,4,B
N,F,3. Bach,122843,1_Unk,N,D,,N,Retired,1Low,Owner,Midwest,1,D
Y,F,4. Grad,558080,7above65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,I
Y,M,2. Some College,67754,4upto45,Y,F,Married,Y,Blue Collar,1Low,Owner,Midwest,1,E
Y,F,3. Bach,136064,2upto25,Y,B,,U,Sales/Service,1Low,Owner,Midwest,2,E
Y,M,3. Bach,1678981,2upto25,Y,B,,N,Professional,1Low,Owner,South,1,L
N,M,1. HS,121153,1_Unk,Y,F,Married,U,Blue Collar,1Low,,Midwest,9,D
N,F,1. HS,130930,4upto45,Y,J,Married,N,Blue Collar,1Low,Owner,Northeast,2,D
Y,M,,630619,4upto45,Y,E,Married,Y,Professional,3High,Owner,West,1,E
N,M,4. Grad,314966,3upto35,N,E,,U,Blue Collar,1Low,Owner,Northeast,1,E
N,F,3. Bach,182466,7above65,Y,D,Married,U,Retired,1Low,Owner,South,2,E
Y,M,3. Bach,0,2upto25,N,G,Single,Y,Professional,1Low,Renter,Midwest,6,C
Y,M,3. Bach,407442,5upto55,Y,B,Married,U,Professional,1Low,Owner,Northeast,1,I
N,F,2. Some College,167533,4upto45,N,F,Married,Y,Professional,1Low,Owner,West,5,D
N,M,2. Some College,0,5upto55,Y,E,Married,N,Sales/Service,1Low,Owner,Midwest,4,E
Y,M,2. Some College,131040,1_Unk,Y,J,Married,U,Blue Collar,1Low,Owner,West,9,F
N,F,3. Bach,732480,3upto35,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,I
Y,M,3. Bach,0,1_Unk,Y,A,Single,U,Professional,1Low,,South,4,E
N,F,2. Some College,241980,4upto45,N,C,Married,Y,Sales/Service,2Med,Owner,South,1,F
N,M,3. Bach,0,6upto65,Y,E,Married,U,Retired,1Low,Renter,Northeast,3,E
Y,M,2. Some College,70629,4upto45,N,G,Single,Y,Blue Collar,1Low,Renter,South,4,D
N,U,1. HS,0,6upto65,Y,J,,N,Sales/Service,1Low,Owner,South,3,E
Y,M,4. Grad,359611,3upto35,Y,C,Married,Y,Professional,3High,Owner,South,1,J
N,F,1. HS,0,1_Unk,Y,G,Single,U,Sales/Service,1Low,Renter,Midwest,9,B
Y,M,3. Bach,147411,4upto45,Y,C,Married,Y,Professional,1Low,Owner,South,1,I
Y,M,4. Grad,900340,1_Unk,N,B,Married,U,Professional,1Low,Renter,South,4,L
N,M,1. HS,0,3upto35,N,F,,Y,Blue Collar,1Low,Renter,South,9,D
N,M,3. Bach,0,4upto45,Y,C,Married,U,Sales/Service,1Low,,West,1,A
N,F,1. HS,42771,5upto55,N,F,Married,Y,Sales/Service,1Low,Owner,Midwest,6,D
N,M,4. Grad,164808,3upto35,Y,E,,Y,Sales/Service,1Low,Owner,Northeast,3,F
N,M,2. Some College,110068,3upto35,Y,F,,U,Blue Collar,1Low,Owner,Midwest,5,E
Y,F,4. Grad,1351469,6upto65,Y,B,,N,Professional,3High,Owner,South,1,L
Y,F,3. Bach,413055,5upto55,Y,B,Married,U,Sales/Service,1Low,Owner,West,1,F
Y,M,4. Grad,655258,6upto65,Y,B,Married,N,Sales/Service,3High,Owner,South,1,C
N,M,1. HS,473970,1_Unk,Y,C,,Y,Sales/Service,1Low,Owner,Northeast,2,C
Y,F,2. Some College,747216,5upto55,Y,E,Married,Y,Professional,3High,Owner,West,3,I
Y,F,4. Grad,282691,5upto55,Y,I,Married,U,Professional,1Low,Owner,Midwest,2,D
Y,F,2. Some College,410058,1_Unk,Y,C,Married,Y,Sales/Service,3High,Owner,West,2,H
N,F,1. HS,191570,7above65,Y,B,Married,N,Retired,2Med,Owner,Midwest,3,G
Y,M,4. Grad,640920,5upto55,N,B,,N,Professional,1Low,Renter,West,2,F
Y,M,1. HS,332177,1_Unk,Y,B,,Y,Sales/Service,2Med,Owner,West,1,F
N,F,4. Grad,246609,3upto35,Y,B,,Y,Professional,2Med,Owner,Midwest,1,G
Y,F,0. lessHS,581280,1_Unk,N,E,,N,Sales/Service,1Low,,West,7,G
Y,M,4. Grad,542111,7above65,N,C,Married,N,Retired,2Med,Owner,Northeast,1,I
N,F,3. Bach,0,3upto35,Y,F,Single,U,Sales/Service,1Low,Owner,Northeast,3,A
N,M,2. Some College,33272,5upto55,Y,F,,N,Blue Collar,1Low,Owner,South,5,C
Y,M,3. Bach,245250,5upto55,Y,E,Married,U,Professional,1Low,,West,8,E
Y,F,2. Some College,397741,4upto45,Y,E,Married,N,Sales/Service,3High,Owner,Northeast,2,C
Y,F,1. HS,122995,6upto65,N,D,,N,Sales/Service,1Low,,South,1,D
N,F,0. lessHS,172797,7above65,N,G,Married,N,Retired,1Low,Owner,South,4,E
N,M,4. Grad,423159,4upto45,Y,C,Married,Y,Professional,3High,Owner,West,1,K
N,F,3. Bach,1019150,7above65,N,B,,N,Retired,1Low,,South,6,G
Y,M,2. Some College,164230,5upto55,Y,E,Married,N,Professional,1Low,Owner,South,4,E
N,F,1. HS,90688,5upto55,N,I,Married,U,Professional,1Low,Owner,Midwest,2,F
Y,F,4. Grad,649258,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,C
Y,M,2. Some College,470531,2upto25,Y,B,,Y,Professional,1Low,Owner,Midwest,1,E
N,F,3. Bach,341824,3upto35,N,E,,U,Sales/Service,3High,Owner,South,3,F
Y,M,3. Bach,1159760,4upto45,Y,B,Married,U,Professional,3High,Owner,West,1,L
N,M,2. Some College,178438,1_Unk,Y,G,Single,N,Blue Collar,1Low,Renter,Northeast,9,F
N,F,3. Bach,106711,1_Unk,N,I,,U,Retired,1Low,Owner,West,4,D
N,F,,10685,6upto65,Y,I,Married,N,Sales/Service,1Low,Owner,South,2,K
Y,M,4. Grad,0,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,3,H
Y,F,1. HS,113120,5upto55,Y,I,Single,Y,Blue Collar,1Low,Owner,South,2,E
N,M,1. HS,800800,1_Unk,N,E,,U,Professional,1Low,Renter,West,1,C
Y,F,4. Grad,212015,4upto45,Y,B,Married,Y,Professional,2Med,Owner,South,1,E
Y,M,4. Grad,0,5upto55,N,B,Single,N,Professional,1Low,,West,2,E
Y,F,1. HS,100454,3upto35,Y,J,Married,Y,Blue Collar,1Low,Owner,South,6,E
Y,F,2. Some College,114007,2upto25,Y,J,,Y,Blue Collar,1Low,,South,1,E
N,M,0. lessHS,0,1_Unk,Y,E,Married,U,Sales/Service,1Low,Owner,Northeast,8,E
Y,M,2. Some College,463250,5upto55,N,C,Married,Y,Sales/Service,3High,Owner,West,5,C
N,M,2. Some College,0,2upto25,N,G,Single,N,Sales/Service,1Low,Renter,South,9,A
N,M,0. lessHS,0,7above65,N,J,,Y,Retired,1Low,Renter,West,8,E
Y,M,4. Grad,0,3upto35,Y,I,Married,U,Blue Collar,1Low,Owner,West,8,E
Y,M,0. lessHS,332232,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,3,F
N,F,4. Grad,0,5upto55,Y,J,,U,Sales/Service,1Low,Owner,Northeast,3,E
N,M,4. Grad,281350,5upto55,Y,C,Married,U,Professional,1Low,Owner,Northeast,4,K
N,F,2. Some College,248487,7above65,N,I,,U,Retired,1Low,Owner,South,1,E
N,M,3. Bach,440160,3upto35,Y,G,Married,Y,Professional,1Low,,West,3,D
N,M,0. lessHS,143190,1_Unk,N,E,,Y,Sales/Service,1Low,Owner,South,5,E
Y,M,2. Some College,177255,6upto65,Y,E,Married,Y,Blue Collar,1Low,Owner,South,4,G
Y,F,2. Some College,448513,4upto45,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,1,E
N,M,2. Some College,515238,2upto25,Y,B,,N,Professional,1Low,Owner,Midwest,2,F
Y,F,4. Grad,543375,6upto65,Y,B,Married,N,Professional,1Low,Owner,Midwest,2,H
Y,M,4. Grad,502108,5upto55,Y,A,Single,N,Professional,1Low,,Northeast,2,F
N,M,1. HS,542983,5upto55,Y,C,,Y,Blue Collar,3High,Owner,Northeast,1,H
N,M,,0,1_Unk,N,G,,U,Sales/Service,1Low,Renter,Midwest,9,A
N,F,1. HS,0,6upto65,N,E,,Y,Sales/Service,1Low,Owner,West,2,F
N,M,0. lessHS,37070,6upto65,N,G,,U,Sales/Service,1Low,Owner,South,8,A
N,M,0. lessHS,485595,4upto45,N,E,,Y,Blue Collar,1Low,,Midwest,9,E
N,M,2. Some College,17854,4upto45,Y,F,Married,Y,Blue Collar,1Low,Owner,Northeast,7,E
N,F,1. HS,59246,5upto55,N,I,,N,Sales/Service,1Low,Owner,Midwest,8,D
Y,M,1. HS,112945,6upto65,Y,E,Married,N,Blue Collar,1Low,Owner,Midwest,4,F
Y,M,4. Grad,210865,1_Unk,Y,E,,N,Professional,1Low,Owner,South,2,A
Y,M,3. Bach,539593,7above65,Y,B,Married,N,Professional,1Low,Owner,West,3,E
N,F,2. Some College,281329,1_Unk,Y,B,,Y,Blue Collar,3High,Owner,South,4,G
N,U,,36960,1_Unk,N,I,,Y,Sales/Service,1Low,Owner,South,3,C
N,F,1. HS,99887,5upto55,N,G,Single,Y,Sales/Service,1Low,Renter,Midwest,3,D
Y,M,1. HS,0,6upto65,Y,G,,N,Blue Collar,1Low,Renter,West,8,B
Y,M,4. Grad,815211,5upto55,Y,C,Married,Y,Professional,1Low,Owner,South,1,H
Y,M,3. Bach,1953552,3upto35,Y,B,,N,Professional,3High,Owner,West,2,J
N,F,0. lessHS,186390,2upto25,N,F,Single,Y,Sales/Service,1Low,,South,8,F
N,M,2. Some College,0,5upto55,N,A,,N,Blue Collar,1Low,Renter,West,7,B
Y,F,3. Bach,0,1_Unk,N,E,,Y,Sales/Service,1Low,Renter,South,7,D
N,M,1. HS,441450,7above65,N,B,,Y,Retired,3High,Owner,Midwest,1,K
N,M,4. Grad,293308,7above65,N,D,,N,Retired,1Low,Owner,Northeast,1,B
N,M,2. Some College,0,4upto45,Y,J,,Y,Blue Collar,1Low,Owner,South,4,D
Y,M,3. Bach,237201,4upto45,Y,C,Married,Y,Professional,2Med,Owner,South,1,E
Y,F,2. Some College,350383,5upto55,N,I,Married,U,Professional,1Low,Owner,Northeast,5,D
Y,M,2. Some College,177397,1_Unk,N,C,Married,Y,Sales/Service,1Low,Owner,South,2,J
Y,M,1. HS,692084,3upto35,Y,B,,N,Blue Collar,3High,Owner,West,2,E
N,M,3. Bach,275520,3upto35,Y,C,Single,U,Professional,1Low,,South,3,G
Y,M,3. Bach,332777,5upto55,Y,A,,Y,Sales/Service,1Low,Renter,South,2,G
N,M,1. HS,0,1_Unk,N,J,Married,U,Sales/Service,1Low,Owner,Northeast,8,H
Y,M,0. lessHS,516987,5upto55,Y,C,,Y,Blue Collar,1Low,Owner,Northeast,1,J
N,F,2. Some College,446965,5upto55,N,B,Married,U,Professional,1Low,Owner,Northeast,1,I
Y,M,3. Bach,166549,5upto55,Y,G,Married,N,Blue Collar,1Low,Renter,West,1,E
Y,M,4. Grad,276249,4upto45,N,C,Married,Y,Professional,1Low,Owner,South,2,E
Y,M,2. Some College,1069290,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,1,H
N,M,2. Some College,125568,2upto25,N,C,Married,Y,Blue Collar,1Low,Owner,Midwest,7,E
N,M,1. HS,67144,1_Unk,Y,G,,Y,Farm,1Low,Owner,South,6,I
Y,M,2. Some College,0,4upto45,Y,E,Married,U,Professional,1Low,Renter,West,6,F
N,M,3. Bach,0,5upto55,N,I,Single,N,Sales/Service,1Low,,Northeast,3,G
Y,F,1. HS,67023,4upto45,N,I,,Y,Sales/Service,1Low,Renter,South,6,F
Y,M,2. Some College,259965,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,G
N,M,3. Bach,0,6upto65,Y,J,Married,N,Blue Collar,1Low,Owner,Midwest,2,E
Y,M,2. Some College,218000,4upto45,N,C,Married,U,Professional,2Med,Owner,South,1,I
Y,F,4. Grad,340679,3upto35,Y,B,,Y,Blue Collar,3High,Owner,Northeast,2,E
N,F,3. Bach,463222,1_Unk,Y,C,,Y,Professional,3High,Owner,Northeast,3,J
N,F,2. Some College,406918,2upto25,Y,C,,Y,Sales/Service,1Low,Owner,West,9,F
N,M,1. HS,0,4upto45,N,E,,Y,Blue Collar,1Low,Owner,Midwest,8,H
N,F,3. Bach,779895,5upto55,Y,B,Married,Y,Professional,3High,Owner,Midwest,1,L
Y,F,4. Grad,0,5upto55,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,K
N,M,1. HS,248073,5upto55,Y,B,Married,U,Professional,2Med,Owner,South,2,F
Y,M,2. Some College,1406448,6upto65,Y,B,Married,N,Professional,2Med,Owner,Midwest,1,G
N,M,3. Bach,422484,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,H
Y,U,3. Bach,480722,3upto35,Y,C,,Y,Professional,2Med,Owner,South,1,L
Y,M,4. Grad,1957585,7above65,Y,B,,U,Retired,1Low,Owner,West,1,G
N,M,2. Some College,0,5upto55,N,G,Single,Y,Sales/Service,1Low,Renter,West,1,D
Y,M,1. HS,636374,5upto55,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,G
Y,F,3. Bach,109681,5upto55,Y,F,Single,Y,Sales/Service,1Low,Owner,West,1,C
Y,M,4. Grad,255060,6upto65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,I
Y,M,2. Some College,199470,4upto45,Y,E,Married,Y,Blue Collar,2Med,Owner,South,5,E
Y,F,4. Grad,667014,1_Unk,Y,A,,N,Sales/Service,1Low,Renter,South,7,J
Y,M,2. Some College,7836282,4upto45,Y,B,Married,Y,Sales/Service,3High,Owner,South,1,K
Y,F,1. HS,415290,6upto65,Y,E,,Y,Sales/Service,1Low,Owner,Northeast,2,E
Y,M,1. HS,81259,7above65,Y,I,Married,N,Retired,1Low,Owner,South,5,B
Y,F,4. Grad,0,6upto65,Y,H,,N,Professional,1Low,,South,9,D
N,M,3. Bach,118810,3upto35,Y,B,,N,Farm,1Low,Owner,Midwest,2,F
N,M,3. Bach,297515,6upto65,N,B,,Y,Professional,2Med,Owner,Midwest,5,K
Y,F,3. Bach,0,3upto35,Y,G,Single,Y,Sales/Service,1Low,,South,3,D
Y,F,2. Some College,272391,3upto35,Y,E,Married,U,Professional,2Med,Owner,Northeast,1,F
Y,F,2. Some College,259038,3upto35,Y,C,Married,Y,Professional,3High,Owner,Northeast,2,F
Y,M,0. lessHS,330280,1_Unk,Y,C,,U,Sales/Service,2Med,Owner,South,1,F
Y,F,3. Bach,600950,5upto55,Y,C,Married,Y,Professional,1Low,Renter,West,2,H
Y,F,2. Some College,234350,1_Unk,Y,E,Married,U,Professional,2Med,Owner,Midwest,1,F
N,F,0. lessHS,523200,1_Unk,Y,G,Married,Y,Others,1Low,Renter,Northeast,4,F
Y,F,2. Some College,0,1_Unk,N,F,,Y,Sales/Service,1Low,Owner,South,5,D
Y,M,3. Bach,935874,5upto55,N,B,Married,Y,Professional,1Low,Owner,West,1,L
Y,M,3. Bach,648550,3upto35,Y,C,,U,Sales/Service,2Med,Owner,West,2,I
Y,M,4. Grad,223864,6upto65,Y,E,Single,U,Sales/Service,2Med,Owner,South,1,E
N,F,2. Some College,342172,4upto45,Y,C,Married,U,Professional,1Low,Owner,South,2,K
Y,M,3. Bach,43371,4upto45,Y,C,Married,Y,Professional,1Low,Owner,South,2,K
N,F,2. Some College,234655,2upto25,Y,E,,Y,Sales/Service,1Low,Owner,Midwest,1,F
N,M,3. Bach,65618,7above65,Y,E,,Y,Retired,1Low,Owner,Northeast,5,E
N,M,0. lessHS,146865,7above65,Y,D,,N,Retired,1Low,Owner,South,5,A
Y,M,1. HS,393708,3upto35,N,F,Married,U,Blue Collar,3High,Owner,West,3,F
N,M,3. Bach,151677,3upto35,N,J,Married,Y,Sales/Service,1Low,Owner,South,1,F
N,F,4. Grad,162137,6upto65,Y,I,,N,Sales/Service,1Low,Owner,Northeast,1,C
N,F,2. Some College,169093,5upto55,Y,I,Married,N,Sales/Service,1Low,Owner,Midwest,1,E
N,M,1. HS,147831,6upto65,N,I,Married,N,Professional,1Low,Owner,West,1,C
N,F,3. Bach,8848620,4upto45,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,C
N,M,0. lessHS,91701,5upto55,N,G,Married,Y,Blue Collar,1Low,Owner,South,7,C
Y,U,2. Some College,532792,1_Unk,N,B,,N,Professional,3High,Owner,West,1,H
N,M,4. Grad,329834,6upto65,N,G,Single,N,Blue Collar,1Low,Renter,West,2,E
N,M,0. lessHS,471534,6upto65,Y,D,,N,Professional,1Low,Owner,South,1,C
N,M,1. HS,19358,6upto65,Y,F,,U,Sales/Service,1Low,Owner,South,2,B
N,M,1. HS,315195,2upto25,Y,B,,N,Sales/Service,1Low,Owner,South,1,G
Y,M,1. HS,123219,7above65,Y,G,,N,Retired,1Low,Owner,South,2,A
N,F,2. Some College,588109,2upto25,Y,E,,U,Sales/Service,3High,Owner,Northeast,3,I
N,F,0. lessHS,39541,1_Unk,N,G,,Y,Sales/Service,1Low,Renter,South,8,D
Y,M,2. Some College,0,5upto55,Y,I,Married,N,Professional,1Low,Owner,West,3,F
Y,M,4. Grad,408139,1_Unk,N,C,,Y,Professional,3High,Owner,West,1,H
Y,M,3. Bach,299750,3upto35,N,C,Single,Y,Professional,1Low,Owner,Northeast,8,F
N,F,2. Some College,188461,4upto45,N,E,,U,Professional,1Low,Owner,West,3,F
Y,F,2. Some College,173529,2upto25,Y,G,Single,Y,Sales/Service,1Low,Renter,South,8,D
N,F,3. Bach,256923,6upto65,N,B,Married,N,Professional,1Low,Owner,West,3,E
Y,M,4. Grad,410646,5upto55,Y,B,Married,U,Professional,1Low,Owner,South,4,J
Y,M,3. Bach,343055,5upto55,Y,B,Married,N,Professional,2Med,Owner,South,2,F
Y,M,3. Bach,218959,6upto65,N,B,Married,N,Professional,1Low,Owner,South,8,G
N,M,,69945,1_Unk,N,F,,Y,Blue Collar,1Low,,Northeast,8,A
Y,M,0. lessHS,195328,3upto35,Y,J,,Y,Sales/Service,2Med,Owner,West,4,F
